Tweet_ID,Username,Tweet_Text,Date_Time,City,Hashtags,Language,Sentiment_Score,Sentiment_Label,Emotion_Type,Topic_Category,Retweet_Count,Likes_Count,Weather_Data,Lowercase_Text,URLs_Found,Emojis,Contains_Question,Contains_Exclamation,Avg_Word_Length,Tokens,Tokens_No_Stopwords,Tokens_No_Punct,Lemmatized_Tokens,Cleaned_Text,Word_Count,Unique_Word_Count,Predicted_Emotion,Predicted_Topic
TWT92,user_420187,Climate researchers in Turbat are reporting public safety issues related to heatwave as weather conditions shift.,1/31/2019 12:00:00 AM,Turbat,#PakistanClimate,en,0.2529,Positive,Climate Stress,Climate,2139,4898,heatwave,climate researchers in turbat are reporting public safety issues related to heatwave as weather conditions shift.,[],[],FALSE,FALSE,6.125,"['climate', 'researchers', 'in', 'turbat', 'are', 'reporting', 'public', 'safety', 'issues', 'related', 'to', 'heatwave', 'as', 'weather', 'conditions', 'shift', '.']","['climate', 'researchers', 'turbat', 'reporting', 'public', 'safety', 'issues', 'related', 'heatwave', 'weather', 'conditions', 'shift', '.']","['climate', 'researchers', 'turbat', 'reporting', 'public', 'safety', 'issues', 'related', 'heatwave', 'weather', 'conditions', 'shift']","['climate', 'researcher', 'turbat', 'reporting', 'public', 'safety', 'issue', 'related', 'heatwave', 'weather', 'condition', 'shift']",climate researcher turbat reporting public safety issue related heatwave weather condition shift,12,12,General Disaster Discussion,Disaster
TWT93,user_70863,Residents in Mirpurkhas are experiencing public safety issues related to smog in recent months.,9/14/2019 12:00:00 AM,Mirpurkhas,#Floods,en,0.09186,Neutral,Health Hazard,Climate,1628,9589,smog,residents in mirpurkhas are experiencing public safety issues related to smog in recent months.,[],[],FALSE,FALSE,5.857142857,"['residents', 'in', 'mirpurkhas', 'are', 'experiencing', 'public', 'safety', 'issues', 'related', 'to', 'smog', 'in', 'recent', 'months', '.']","['residents', 'mirpurkhas', 'experiencing', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'months', '.']","['residents', 'mirpurkhas', 'experiencing', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'months']","['resident', 'mirpurkhas', 'experiencing', 'public', 'safety', 'issue', 'related', 'smog', 'recent', 'month']",resident mirpurkhas experiencing public safety issue related smog recent month,10,10,Environmental Awareness,Pollution
TWT94,user_980166,Health officials in Mirpurkhas are reporting health risks related to drought during ongoing environmental changes.,10/16/2025 12:00:00 AM,Mirpurkhas,#Smog,en,-0.16392,Negative,Resource Crisis,Climate,2671,672,drought,health officials in mirpurkhas are reporting health risks related to drought during ongoing environmental changes.,[],[],FALSE,FALSE,6.666666667,"['health', 'officials', 'in', 'mirpurkhas', 'are', 'reporting', 'health', 'risks', 'related', 'to', 'drought', 'during', 'ongoing', 'environmental', 'changes', '.']","['health', 'officials', 'mirpurkhas', 'reporting', 'health', 'risks', 'related', 'drought', 'ongoing', 'environmental', 'changes', '.']","['health', 'officials', 'mirpurkhas', 'reporting', 'health', 'risks', 'related', 'drought', 'ongoing', 'environmental', 'changes']","['health', 'official', 'mirpurkhas', 'reporting', 'health', 'risk', 'related', 'drought', 'ongoing', 'environmental', 'change']",health official mirpurkhas reporting health risk related drought ongoing environmental change,11,10,Severe Disaster Concern,Disaster
TWT95,user_899811,Health officials in Shikarpur are raising concerns about public safety issues related to heatwave due to changing climate patterns.,10/31/2024 12:00:00 AM,Shikarpur,#PakistanClimate,en,0.236233333,Positive,Climate Stress,Climate,764,7083,heatwave,health officials in shikarpur are raising concerns about public safety issues related to heatwave due to changing climate patterns.,[],[],FALSE,FALSE,5.947368421,"['health', 'officials', 'in', 'shikarpur', 'are', 'raising', 'concerns', 'about', 'public', 'safety', 'issues', 'related', 'to', 'heatwave', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['health', 'officials', 'shikarpur', 'raising', 'concerns', 'public', 'safety', 'issues', 'related', 'heatwave', 'due', 'changing', 'climate', 'patterns', '.']","['health', 'officials', 'shikarpur', 'raising', 'concerns', 'public', 'safety', 'issues', 'related', 'heatwave', 'due', 'changing', 'climate', 'patterns']","['health', 'official', 'shikarpur', 'raising', 'concern', 'public', 'safety', 'issue', 'related', 'heatwave', 'due', 'changing', 'climate', 'pattern']",health official shikarpur raising concern public safety issue related heatwave due changing climate pattern,14,14,General Disaster Discussion,Disaster
TWT96,user_32062,Local communities in Quetta are discussing economic pressure related to water scarcity in recent months.,12/15/2020 12:00:00 AM,Quetta,#PakistanClimate,en,-0.1576,Negative,Resource Crisis,Climate,1588,9318,water scarcity,local communities in quetta are discussing economic pressure related to water scarcity in recent months.,[],[],FALSE,FALSE,6,"['local', 'communities', 'in', 'quetta', 'are', 'discussing', 'economic', 'pressure', 'related', 'to', 'water', 'scarcity', 'in', 'recent', 'months', '.']","['local', 'communities', 'quetta', 'discussing', 'economic', 'pressure', 'related', 'water', 'scarcity', 'recent', 'months', '.']","['local', 'communities', 'quetta', 'discussing', 'economic', 'pressure', 'related', 'water', 'scarcity', 'recent', 'months']","['local', 'community', 'quetta', 'discussing', 'economic', 'pressure', 'related', 'water', 'scarcity', 'recent', 'month']",local community quetta discussing economic pressure related water scarcity recent month,11,11,Resource Crisis,Resource Issue
TWT97,user_456049,Local communities in Turbat are observing long-term effects related to rising temperatures after recent reports.,10/12/2022 12:00:00 AM,Turbat,#PakistanClimate,en,0,Neutral,Climate Stress,Climate,41,8538,rising temperatures,local communities in turbat are observing long-term effects related to rising temperatures after recent reports.,[],[],FALSE,FALSE,6.533333333,"['local', 'communities', 'in', 'turbat', 'are', 'observing', 'long-term', 'effects', 'related', 'to', 'rising', 'temperatures', 'after', 'recent', 'reports', '.']","['local', 'communities', 'turbat', 'observing', 'long-term', 'effects', 'related', 'rising', 'temperatures', 'recent', 'reports', '.']","['local', 'communities', 'turbat', 'observing', 'long-term', 'effects', 'related', 'rising', 'temperatures', 'recent', 'reports']","['local', 'community', 'turbat', 'observing', 'long-term', 'effect', 'related', 'rising', 'temperature', 'recent', 'report']",local community turbat observing long-term effect related rising temperature recent report,11,11,Climate Awareness,Climate Change
TWT98,user_169974,Environmental experts in Islamabad are observing economic pressure related to climate change due to changing climate patterns.,8/2/2025 12:00:00 AM,Islamabad,#PakistanClimate,en,-0.1676,Negative,Climate Concern,Climate,811,7799,climate change,environmental experts in islamabad are observing economic pressure related to climate change due to changing climate patterns.,[],[],FALSE,FALSE,6.470588235,"['environmental', 'experts', 'in', 'islamabad', 'are', 'observing', 'economic', 'pressure', 'related', 'to', 'climate', 'change', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'islamabad', 'observing', 'economic', 'pressure', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'islamabad', 'observing', 'economic', 'pressure', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'patterns']","['environmental', 'expert', 'islamabad', 'observing', 'economic', 'pressure', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'pattern']",environmental expert islamabad observing economic pressure related climate change due changing climate pattern,13,12,Climate Stress,Climate Change
TWT99,user_160746,Local communities in Islamabad have noticed serious impacts related to climate change due to changing climate patterns.,9/10/2022 12:00:00 AM,Islamabad,#GlobalWarming,en,-0.092153333,Neutral,Climate Concern,Climate,2645,3407,climate change,local communities in islamabad have noticed serious impacts related to climate change due to changing climate patterns.,[],[],FALSE,FALSE,6.058823529,"['local', 'communities', 'in', 'islamabad', 'have', 'noticed', 'serious', 'impacts', 'related', 'to', 'climate', 'change', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['local', 'communities', 'islamabad', 'noticed', 'serious', 'impacts', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'patterns', '.']","['local', 'communities', 'islamabad', 'noticed', 'serious', 'impacts', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'patterns']","['local', 'community', 'islamabad', 'noticed', 'serious', 'impact', 'related', 'climate', 'change', 'due', 'changing', 'climate', 'pattern']",local community islamabad noticed serious impact related climate change due changing climate pattern,13,12,Climate Stress,Climate Change
TWT100,user_923683,Climate researchers in Karachi are discussing public safety issues related to smog after recent reports.,7/8/2024 12:00:00 AM,Karachi,#Smog,en,0.09186,Neutral,Health Hazard,Climate,4531,2128,smog,climate researchers in karachi are discussing public safety issues related to smog after recent reports.,[],[],FALSE,FALSE,6,"['climate', 'researchers', 'in', 'karachi', 'are', 'discussing', 'public', 'safety', 'issues', 'related', 'to', 'smog', 'after', 'recent', 'reports', '.']","['climate', 'researchers', 'karachi', 'discussing', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'reports', '.']","['climate', 'researchers', 'karachi', 'discussing', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'reports']","['climate', 'researcher', 'karachi', 'discussing', 'public', 'safety', 'issue', 'related', 'smog', 'recent', 'report']",climate researcher karachi discussing public safety issue related smog recent report,11,11,Environmental Awareness,Pollution
TWT101,user_531571,Environmental experts in Shikarpur are experiencing public safety issues related to flooding due to changing climate patterns.,2/9/2025 12:00:00 AM,Shikarpur,#ClimateChange,en,0.236233333,Positive,Disaster Risk,Climate,4107,1776,flooding,environmental experts in shikarpur are experiencing public safety issues related to flooding due to changing climate patterns.,[],[],FALSE,FALSE,6.470588235,"['environmental', 'experts', 'in', 'shikarpur', 'are', 'experiencing', 'public', 'safety', 'issues', 'related', 'to', 'flooding', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'shikarpur', 'experiencing', 'public', 'safety', 'issues', 'related', 'flooding', 'due', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'shikarpur', 'experiencing', 'public', 'safety', 'issues', 'related', 'flooding', 'due', 'changing', 'climate', 'patterns']","['environmental', 'expert', 'shikarpur', 'experiencing', 'public', 'safety', 'issue', 'related', 'flooding', 'due', 'changing', 'climate', 'pattern']",environmental expert shikarpur experiencing public safety issue related flooding due changing climate pattern,13,13,General Disaster Discussion,Disaster
TWT102,user_705988,Health officials in Sukkur are experiencing long-term effects related to smog during ongoing environmental changes.,5/23/2023 12:00:00 AM,Sukkur,#Environment,en,-0.1776,Negative,Health Hazard,Climate,1757,1638,smog,health officials in sukkur are experiencing long-term effects related to smog during ongoing environmental changes.,[],[],FALSE,FALSE,6.733333333,"['health', 'officials', 'in', 'sukkur', 'are', 'experiencing', 'long-term', 'effects', 'related', 'to', 'smog', 'during', 'ongoing', 'environmental', 'changes', '.']","['health', 'officials', 'sukkur', 'experiencing', 'long-term', 'effects', 'related', 'smog', 'ongoing', 'environmental', 'changes', '.']","['health', 'officials', 'sukkur', 'experiencing', 'long-term', 'effects', 'related', 'smog', 'ongoing', 'environmental', 'changes']","['health', 'official', 'sukkur', 'experiencing', 'long-term', 'effect', 'related', 'smog', 'ongoing', 'environmental', 'change']",health official sukkur experiencing long-term effect related smog ongoing environmental change,11,11,Health Hazard,Pollution
TWT103,user_903457,Environmental experts in Rahim Yar Khan are reporting economic pressure related to heatwave in recent months.,10/31/2022 12:00:00 AM,Rahim Yar Khan,#GlobalWarming,en,-0.150933333,Negative,Climate Stress,Climate,519,5299,heatwave,environmental experts in rahim yar khan are reporting economic pressure related to heatwave in recent months.,[],[],FALSE,FALSE,5.875,"['environmental', 'experts', 'in', 'rahim', 'yar', 'khan', 'are', 'reporting', 'economic', 'pressure', 'related', 'to', 'heatwave', 'in', 'recent', 'months', '.']","['environmental', 'experts', 'rahim', 'yar', 'khan', 'reporting', 'economic', 'pressure', 'related', 'heatwave', 'recent', 'months', '.']","['environmental', 'experts', 'rahim', 'yar', 'khan', 'reporting', 'economic', 'pressure', 'related', 'heatwave', 'recent', 'months']","['environmental', 'expert', 'rahim', 'yar', 'khan', 'reporting', 'economic', 'pressure', 'related', 'heatwave', 'recent', 'month']",environmental expert rahim yar khan reporting economic pressure related heatwave recent month,12,12,Severe Disaster Concern,Disaster
TWT104,user_757377,Health officials in Chaman are raising concerns about health risks related to flooding in recent months.,10/28/2024 12:00:00 AM,Chaman,#ClimateChange,en,-0.16392,Negative,Disaster Risk,Climate,4382,6949,flooding,health officials in chaman are raising concerns about health risks related to flooding in recent months.,[],[],FALSE,FALSE,5.5625,"['health', 'officials', 'in', 'chaman', 'are', 'raising', 'concerns', 'about', 'health', 'risks', 'related', 'to', 'flooding', 'in', 'recent', 'months', '.']","['health', 'officials', 'chaman', 'raising', 'concerns', 'health', 'risks', 'related', 'flooding', 'recent', 'months', '.']","['health', 'officials', 'chaman', 'raising', 'concerns', 'health', 'risks', 'related', 'flooding', 'recent', 'months']","['health', 'official', 'chaman', 'raising', 'concern', 'health', 'risk', 'related', 'flooding', 'recent', 'month']",health official chaman raising concern health risk related flooding recent month,11,10,Severe Disaster Concern,Disaster
TWT105,user_203781,Local communities in Bannu are raising concerns about economic pressure related to air pollution in recent months.,6/13/2025 12:00:00 AM,Bannu,#Heatwave,en,-0.1576,Negative,Health Hazard,Climate,2154,6103,air pollution,local communities in bannu are raising concerns about economic pressure related to air pollution in recent months.,[],[],FALSE,FALSE,5.764705882,"['local', 'communities', 'in', 'bannu', 'are', 'raising', 'concerns', 'about', 'economic', 'pressure', 'related', 'to', 'air', 'pollution', 'in', 'recent', 'months', '.']","['local', 'communities', 'bannu', 'raising', 'concerns', 'economic', 'pressure', 'related', 'air', 'pollution', 'recent', 'months', '.']","['local', 'communities', 'bannu', 'raising', 'concerns', 'economic', 'pressure', 'related', 'air', 'pollution', 'recent', 'months']","['local', 'community', 'bannu', 'raising', 'concern', 'economic', 'pressure', 'related', 'air', 'pollution', 'recent', 'month']",local community bannu raising concern economic pressure related air pollution recent month,12,12,Health Hazard,Pollution
TWT106,user_178588,Citizens in Mansehra are observing economic pressure related to drought as weather conditions shift.,8/27/2024 12:00:00 AM,Mansehra,#PakistanClimate,en,-0.1376,Negative,Resource Crisis,Climate,2387,7664,drought,citizens in mansehra are observing economic pressure related to drought as weather conditions shift.,[],[],FALSE,FALSE,6.214285714,"['citizens', 'in', 'mansehra', 'are', 'observing', 'economic', 'pressure', 'related', 'to', 'drought', 'as', 'weather', 'conditions', 'shift', '.']","['citizens', 'mansehra', 'observing', 'economic', 'pressure', 'related', 'drought', 'weather', 'conditions', 'shift', '.']","['citizens', 'mansehra', 'observing', 'economic', 'pressure', 'related', 'drought', 'weather', 'conditions', 'shift']","['citizen', 'mansehra', 'observing', 'economic', 'pressure', 'related', 'drought', 'weather', 'condition', 'shift']",citizen mansehra observing economic pressure related drought weather condition shift,10,10,Severe Disaster Concern,Disaster
TWT107,user_28343,Residents in Panjgur are experiencing public safety issues related to rising temperatures due to changing climate patterns.,5/2/2023 12:00:00 AM,Panjgur,#Floods,en,0.236233333,Positive,Climate Stress,Climate,2271,4750,rising temperatures,residents in panjgur are experiencing public safety issues related to rising temperatures due to changing climate patterns.,[],[],FALSE,FALSE,6.294117647,"['residents', 'in', 'panjgur', 'are', 'experiencing', 'public', 'safety', 'issues', 'related', 'to', 'rising', 'temperatures', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['residents', 'panjgur', 'experiencing', 'public', 'safety', 'issues', 'related', 'rising', 'temperatures', 'due', 'changing', 'climate', 'patterns', '.']","['residents', 'panjgur', 'experiencing', 'public', 'safety', 'issues', 'related', 'rising', 'temperatures', 'due', 'changing', 'climate', 'patterns']","['resident', 'panjgur', 'experiencing', 'public', 'safety', 'issue', 'related', 'rising', 'temperature', 'due', 'changing', 'climate', 'pattern']",resident panjgur experiencing public safety issue related rising temperature due changing climate pattern,13,13,Climate Awareness,Climate Change
TWT108,user_968448,Residents in Okara are discussing public safety issues related to air pollution as weather conditions shift.,3/25/2024 12:00:00 AM,Okara,#Floods,en,0.2529,Positive,Health Hazard,Climate,3628,7027,air pollution,residents in okara are discussing public safety issues related to air pollution as weather conditions shift.,[],[],FALSE,FALSE,5.8125,"['residents', 'in', 'okara', 'are', 'discussing', 'public', 'safety', 'issues', 'related', 'to', 'air', 'pollution', 'as', 'weather', 'conditions', 'shift', '.']","['residents', 'okara', 'discussing', 'public', 'safety', 'issues', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift', '.']","['residents', 'okara', 'discussing', 'public', 'safety', 'issues', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift']","['resident', 'okara', 'discussing', 'public', 'safety', 'issue', 'related', 'air', 'pollution', 'weather', 'condition', 'shift']",resident okara discussing public safety issue related air pollution weather condition shift,12,12,Environmental Awareness,Pollution
TWT109,user_410869,Local communities in Swabi have noticed public safety issues related to drought during ongoing environmental changes.,11/7/2024 12:00:00 AM,Swabi,#ClimateChange,en,0.2529,Positive,Resource Crisis,Climate,37,2179,drought,local communities in swabi have noticed public safety issues related to drought during ongoing environmental changes.,[],[],FALSE,FALSE,6.375,"['local', 'communities', 'in', 'swabi', 'have', 'noticed', 'public', 'safety', 'issues', 'related', 'to', 'drought', 'during', 'ongoing', 'environmental', 'changes', '.']","['local', 'communities', 'swabi', 'noticed', 'public', 'safety', 'issues', 'related', 'drought', 'ongoing', 'environmental', 'changes', '.']","['local', 'communities', 'swabi', 'noticed', 'public', 'safety', 'issues', 'related', 'drought', 'ongoing', 'environmental', 'changes']","['local', 'community', 'swabi', 'noticed', 'public', 'safety', 'issue', 'related', 'drought', 'ongoing', 'environmental', 'change']",local community swabi noticed public safety issue related drought ongoing environmental change,12,12,Disaster Relief / Recovery,Disaster
TWT110,user_287193,Climate researchers in Abbottabad are observing serious impacts related to smog during ongoing environmental changes.,7/18/2021 12:00:00 AM,Abbottabad,#Heatwave,en,-0.283386667,Negative,Health Hazard,Climate,1601,9991,smog,climate researchers in abbottabad are observing serious impacts related to smog during ongoing environmental changes.,[],[],FALSE,FALSE,6.866666667,"['climate', 'researchers', 'in', 'abbottabad', 'are', 'observing', 'serious', 'impacts', 'related', 'to', 'smog', 'during', 'ongoing', 'environmental', 'changes', '.']","['climate', 'researchers', 'abbottabad', 'observing', 'serious', 'impacts', 'related', 'smog', 'ongoing', 'environmental', 'changes', '.']","['climate', 'researchers', 'abbottabad', 'observing', 'serious', 'impacts', 'related', 'smog', 'ongoing', 'environmental', 'changes']","['climate', 'researcher', 'abbottabad', 'observing', 'serious', 'impact', 'related', 'smog', 'ongoing', 'environmental', 'change']",climate researcher abbottabad observing serious impact related smog ongoing environmental change,11,11,Health Hazard,Pollution
TWT111,user_867436,Environmental experts in Islamabad have noticed serious impacts related to rising temperatures as weather conditions shift.,4/10/2019 12:00:00 AM,Islamabad,#Heatwave,en,-0.112986667,Neutral,Climate Stress,Climate,2883,4660,rising temperatures,environmental experts in islamabad have noticed serious impacts related to rising temperatures as weather conditions shift.,[],[],FALSE,FALSE,6.75,"['environmental', 'experts', 'in', 'islamabad', 'have', 'noticed', 'serious', 'impacts', 'related', 'to', 'rising', 'temperatures', 'as', 'weather', 'conditions', 'shift', '.']","['environmental', 'experts', 'islamabad', 'noticed', 'serious', 'impacts', 'related', 'rising', 'temperatures', 'weather', 'conditions', 'shift', '.']","['environmental', 'experts', 'islamabad', 'noticed', 'serious', 'impacts', 'related', 'rising', 'temperatures', 'weather', 'conditions', 'shift']","['environmental', 'expert', 'islamabad', 'noticed', 'serious', 'impact', 'related', 'rising', 'temperature', 'weather', 'condition', 'shift']",environmental expert islamabad noticed serious impact related rising temperature weather condition shift,12,12,Climate Stress,Climate Change
TWT112,user_252260,Environmental experts in Sibi are observing environmental challenges related to smog as weather conditions shift.,2/20/2019 12:00:00 AM,Sibi,#Smog,en,-0.13578,Negative,Health Hazard,Climate,4345,5519,smog,environmental experts in sibi are observing environmental challenges related to smog as weather conditions shift.,[],[],FALSE,FALSE,6.6,"['environmental', 'experts', 'in', 'sibi', 'are', 'observing', 'environmental', 'challenges', 'related', 'to', 'smog', 'as', 'weather', 'conditions', 'shift', '.']","['environmental', 'experts', 'sibi', 'observing', 'environmental', 'challenges', 'related', 'smog', 'weather', 'conditions', 'shift', '.']","['environmental', 'experts', 'sibi', 'observing', 'environmental', 'challenges', 'related', 'smog', 'weather', 'conditions', 'shift']","['environmental', 'expert', 'sibi', 'observing', 'environmental', 'challenge', 'related', 'smog', 'weather', 'condition', 'shift']",environmental expert sibi observing environmental challenge related smog weather condition shift,11,10,Health Hazard,Pollution
TWT113,user_91529,Urban planners in Faisalabad are discussing serious impacts related to air pollution in recent months.,2/10/2022 12:00:00 AM,Faisalabad,#Floods,en,-0.079653333,Neutral,Health Hazard,Climate,366,2709,air pollution,urban planners in faisalabad are discussing serious impacts related to air pollution in recent months.,[],[],FALSE,FALSE,5.866666667,"['urban', 'planners', 'in', 'faisalabad', 'are', 'discussing', 'serious', 'impacts', 'related', 'to', 'air', 'pollution', 'in', 'recent', 'months', '.']","['urban', 'planners', 'faisalabad', 'discussing', 'serious', 'impacts', 'related', 'air', 'pollution', 'recent', 'months', '.']","['urban', 'planners', 'faisalabad', 'discussing', 'serious', 'impacts', 'related', 'air', 'pollution', 'recent', 'months']","['urban', 'planner', 'faisalabad', 'discussing', 'serious', 'impact', 'related', 'air', 'pollution', 'recent', 'month']",urban planner faisalabad discussing serious impact related air pollution recent month,11,11,Health Hazard,Pollution
TWT114,user_300910,Citizens in Islamabad have noticed environmental challenges related to flooding due to changing climate patterns.,6/4/2024 12:00:00 AM,Islamabad,#GlobalWarming,en,0.02132,Neutral,Disaster Risk,Climate,2565,4831,flooding,citizens in islamabad have noticed environmental challenges related to flooding due to changing climate patterns.,[],[],FALSE,FALSE,6.6,"['citizens', 'in', 'islamabad', 'have', 'noticed', 'environmental', 'challenges', 'related', 'to', 'flooding', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['citizens', 'islamabad', 'noticed', 'environmental', 'challenges', 'related', 'flooding', 'due', 'changing', 'climate', 'patterns', '.']","['citizens', 'islamabad', 'noticed', 'environmental', 'challenges', 'related', 'flooding', 'due', 'changing', 'climate', 'patterns']","['citizen', 'islamabad', 'noticed', 'environmental', 'challenge', 'related', 'flooding', 'due', 'changing', 'climate', 'pattern']",citizen islamabad noticed environmental challenge related flooding due changing climate pattern,11,11,Disaster Relief / Recovery,Disaster
TWT115,user_120815,Citizens in Turbat are experiencing health risks related to drought in recent months.,6/5/2020 12:00:00 AM,Turbat,#Floods,en,-0.16392,Negative,Resource Crisis,Climate,1325,636,drought,citizens in turbat are experiencing health risks related to drought in recent months.,[],[],FALSE,FALSE,5.615384615,"['citizens', 'in', 'turbat', 'are', 'experiencing', 'health', 'risks', 'related', 'to', 'drought', 'in', 'recent', 'months', '.']","['citizens', 'turbat', 'experiencing', 'health', 'risks', 'related', 'drought', 'recent', 'months', '.']","['citizens', 'turbat', 'experiencing', 'health', 'risks', 'related', 'drought', 'recent', 'months']","['citizen', 'turbat', 'experiencing', 'health', 'risk', 'related', 'drought', 'recent', 'month']",citizen turbat experiencing health risk related drought recent month,9,9,Severe Disaster Concern,Disaster
TWT116,user_975577,Health officials in Sibi are raising concerns about economic pressure related to air pollution as weather conditions shift.,9/25/2021 12:00:00 AM,Sibi,#ClimateChange,en,-0.1376,Negative,Health Hazard,Climate,158,9303,air pollution,health officials in sibi are raising concerns about economic pressure related to air pollution as weather conditions shift.,[],[],FALSE,FALSE,5.888888889,"['health', 'officials', 'in', 'sibi', 'are', 'raising', 'concerns', 'about', 'economic', 'pressure', 'related', 'to', 'air', 'pollution', 'as', 'weather', 'conditions', 'shift', '.']","['health', 'officials', 'sibi', 'raising', 'concerns', 'economic', 'pressure', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift', '.']","['health', 'officials', 'sibi', 'raising', 'concerns', 'economic', 'pressure', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift']","['health', 'official', 'sibi', 'raising', 'concern', 'economic', 'pressure', 'related', 'air', 'pollution', 'weather', 'condition', 'shift']",health official sibi raising concern economic pressure related air pollution weather condition shift,13,13,Health Hazard,Pollution
TWT117,user_352749,Climate researchers in Islamabad are experiencing economic pressure related to smog due to changing climate patterns.,2/11/2020 12:00:00 AM,Islamabad,#Smog,en,-0.30602,Negative,Health Hazard,Climate,726,2517,smog,climate researchers in islamabad are experiencing economic pressure related to smog due to changing climate patterns.,[],[],FALSE,FALSE,6.375,"['climate', 'researchers', 'in', 'islamabad', 'are', 'experiencing', 'economic', 'pressure', 'related', 'to', 'smog', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'islamabad', 'experiencing', 'economic', 'pressure', 'related', 'smog', 'due', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'islamabad', 'experiencing', 'economic', 'pressure', 'related', 'smog', 'due', 'changing', 'climate', 'patterns']","['climate', 'researcher', 'islamabad', 'experiencing', 'economic', 'pressure', 'related', 'smog', 'due', 'changing', 'climate', 'pattern']",climate researcher islamabad experiencing economic pressure related smog due changing climate pattern,12,11,Health Hazard,Pollution
TWT118,user_838670,Climate researchers in Sargodha are raising concerns about serious impacts related to extreme weather during ongoing environmental changes.,12/1/2022 12:00:00 AM,Sargodha,#Smog,en,-0.107431111,Neutral,Climate Concern,Climate,1852,4445,extreme weather,climate researchers in sargodha are raising concerns about serious impacts related to extreme weather during ongoing environmental changes.,[],[],FALSE,FALSE,6.777777778,"['climate', 'researchers', 'in', 'sargodha', 'are', 'raising', 'concerns', 'about', 'serious', 'impacts', 'related', 'to', 'extreme', 'weather', 'during', 'ongoing', 'environmental', 'changes', '.']","['climate', 'researchers', 'sargodha', 'raising', 'concerns', 'serious', 'impacts', 'related', 'extreme', 'weather', 'ongoing', 'environmental', 'changes', '.']","['climate', 'researchers', 'sargodha', 'raising', 'concerns', 'serious', 'impacts', 'related', 'extreme', 'weather', 'ongoing', 'environmental', 'changes']","['climate', 'researcher', 'sargodha', 'raising', 'concern', 'serious', 'impact', 'related', 'extreme', 'weather', 'ongoing', 'environmental', 'change']",climate researcher sargodha raising concern serious impact related extreme weather ongoing environmental change,13,13,Negative Climate Concern,General
TWT119,user_699171,Health officials in Multan are experiencing economic pressure related to drought due to changing climate patterns.,10/26/2021 12:00:00 AM,Multan,#Heatwave,en,-0.1676,Negative,Resource Crisis,Climate,1329,2439,drought,health officials in multan are experiencing economic pressure related to drought due to changing climate patterns.,[],[],FALSE,FALSE,6.1875,"['health', 'officials', 'in', 'multan', 'are', 'experiencing', 'economic', 'pressure', 'related', 'to', 'drought', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['health', 'officials', 'multan', 'experiencing', 'economic', 'pressure', 'related', 'drought', 'due', 'changing', 'climate', 'patterns', '.']","['health', 'officials', 'multan', 'experiencing', 'economic', 'pressure', 'related', 'drought', 'due', 'changing', 'climate', 'patterns']","['health', 'official', 'multan', 'experiencing', 'economic', 'pressure', 'related', 'drought', 'due', 'changing', 'climate', 'pattern']",health official multan experiencing economic pressure related drought due changing climate pattern,12,12,Severe Disaster Concern,Disaster
TWT120,user_17551,Local communities in Zhob are reporting public safety issues related to smog in recent months.,1/13/2020 12:00:00 AM,Zhob,#ClimateChange,en,0.09186,Neutral,Health Hazard,Climate,2454,3885,smog,local communities in zhob are reporting public safety issues related to smog in recent months.,[],[],FALSE,FALSE,5.333333333,"['local', 'communities', 'in', 'zhob', 'are', 'reporting', 'public', 'safety', 'issues', 'related', 'to', 'smog', 'in', 'recent', 'months', '.']","['local', 'communities', 'zhob', 'reporting', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'months', '.']","['local', 'communities', 'zhob', 'reporting', 'public', 'safety', 'issues', 'related', 'smog', 'recent', 'months']","['local', 'community', 'zhob', 'reporting', 'public', 'safety', 'issue', 'related', 'smog', 'recent', 'month']",local community zhob reporting public safety issue related smog recent month,11,11,Environmental Awareness,Pollution
